Player,Pos,MLS,2013 Salary
"Weeks, Rickie",2b,7.131,"$11,000,000 "
"Swisher, Nick",1b,8.031,"$11,000,000 "
"Soriano, Rafael",rhp,10.057,"$11,000,000 "
"Rollins, Jimmy",ss,12.015,"$11,000,000 "
"Lohse, Kyle",rhp-s,11.092,"$11,000,000 "
"De La Rosa, Jorge",lhp-s,8.015,"$11,000,000 "
"Billingsley, Chad",rhp-s,6.110,"$11,000,000 "
"Cruz, Nelson",rf,5.082,"$10,750,000 "
"Cuddyer, Michael",rf,9.157,"$10,500,000 "
"Hart, Corey",rf,7.038,"$10,333,333 "
"Pedroia, Dustin",2b,6.041,"$10,250,000 "
"Garza, Matt",rhp-s,5.149,"$10,250,000 "
"Price, David",lhp-s,3.164,"$10,112,500 "
"Tulowitzki, Troy",ss,6.033,"$10,000,000 "
"Roberts, Brian",2b,10.131,"$10,000,000 "
"Rivera, Mariano",rhp,17.105,"$10,000,000 "
"Reyes, Jose",ss,9.111,"$10,000,000 "
"Ramirez, Aramis",3b,13.111,"$10,000,000 "
"Phillips, Brandon",2b,8.022,"$10,000,000 "
"Montero, Miguel",c,6.031,"$10,000,000 "
"LaRoche, Adam",1b,9.000,"$10,000,000 "
"Berkman, Lance",1b-of,13.052,"$10,000,000 "
"Bell, Heath",rhp,7.099,"$10,000,000 "
"Upton, Justin",rf,5.060,"$9,958,333 "
"Marmol, Carlos",rhp,6.084,"$9,800,000 "
"Quentin, Carlos",lf,6.065,"$9,500,000 "
"Floyd, Gavin",rhp-s,6.045,"$9,500,000 "
"Drew, Stephen",ss,6.079,"$9,500,000 "
"Darvish, Yu",rhp-s,1.000,"$9,500,000 "
"Braun, Ryan",lf,5.129,"$9,500,000 "
"Kendrick, Howie",2b,6.091,"$9,100,000 "
"Hudson, Tim",rhp-s,13.119,"$9,000,000 "
"Gordon, Alex",lf,5.092,"$9,000,000 "
"Ellsbury, Jacoby",cf,5.037,"$9,000,000 "
"Jones, Adam",cf,5.139,"$8,833,333 "
"Sanchez, Anibal",rhp-s,6.099,"$8,800,000 "
"Westbrook, Jake",rhp-s,11.144,"$8,750,000 "
"Aybar, Erick",ss,6.086,"$8,750,000 "
"Young, Chris",cf,6.045,"$8,700,000 "
"Headley, Chase",3b,4.123,"$8,575,000 "
"Vargas, Jason",lhp-s,5.114,"$8,500,000 "
"Cespedes, Yoenis",of,1.000,"$8,500,000 "
"Butler, Billy",1b-dh,5.102,"$8,500,000 "
"Pagan, Angel",of,6.144,"$8,250,000 "
"Morrow, Brandon",rhp,5.091,"$8,000,000 "
"Gallardo, Yovani",rhp-s,5.108,"$8,000,000 "
"Encarnacion, Edwin",1b,7.085,"$8,000,000 "
"Cabrera, Melky",lf,5.148,"$8,000,000 "
"Gonzalez, Carlos",lf,4.059,"$7,928,571 "
"Bruce, Jay",rf,4.125,"$7,541,667 "
"Pierzynski, A.J.",c,12.100,"$7,500,000 "
"Martin, Russell",c,6.150,"$7,500,000 "
"Kubel, Jason",lf,8.009,"$7,500,000 "
"Furcal, Rafael",ss,13.000,"$7,500,000 "
"Hardy, J.J.",ss,7.164,"$7,416,667 "
"Cueto, Johnny",rhp-s,5.000,"$7,400,000 "
"Choo, Shin-Soo",rf,5.119,"$7,375,000 "
"Gutierrez, Franklin",cf,6.080,"$7,312,500 "
"Perez, Chris",rhp-c,4.136,"$7,300,000 "
"Hughes, Phil",rhp-s,5.113,"$7,150,000 "
"Hanrahan, Joel",rhp,5.065,"$7,040,000 "
"Willingham, Josh",lf,7.123,"$7,000,000 "
"Uribe, Juan",3b-ss,11.089,"$7,000,000 "
"Street, Huston",rhp,8.000,"$7,000,000 "
"Ramirez, Alexei",ss,5.000,"$7,000,000 "
"Prado, Martin",3b,5.105,"$7,000,000 "
"Nathan, Joe",rhp,11.120,"$7,000,000 "
"Myers, Brett",rhp-s,10.068,"$7,000,000 "
"Morse, Michael",inf-of,5.114,"$7,000,000 "
"Harang, Aaron",rhp-s,10.061,"$7,000,000 "
"Crisp, Covelli",cf,9.158,"$7,000,000 "
"Bourn, Michael",cf,6.028,"$7,000,000 "
"Hammel, Jason",rhp-s,5.153,"$6,750,000 "
"Francoeur, Jeff",rf,7.088,"$6,750,000 "
"Scherzer, Max",rhp-s,4.079,"$6,725,000 "
"Scutaro, Marcos",2b,9.138,"$6,666,667 "
"Suzuki, Ichiro",rf,12.000,"$6,500,000 "
"Saunders, Joe",lhp-s,6.013,"$6,500,000 "
"Putz, J.J.",rhp,9.022,"$6,500,000 "
"Maholm, Paul",lhp-s,7.037,"$6,500,000 "
"Johnson, Jim",rhp,4.165,"$6,500,000 "
"Iwakuma, Hisashi",rhp-s,1.000,"$6,500,000 "
"Francisco, Frank",rhp,8.053,"$6,500,000 "
"Cabrera, Asdrubal",ss,5.027,"$6,500,000 "
"Buck, John",c,8.101,"$6,500,000 "
"Blanton, Joe",rhp-s,8.016,"$6,500,000 "
"Suzuki, Kurt",c,5.113,"$6,487,500 "
"Gonzalez, Gio",lhp-s,3.162,"$6,350,000 "
"Ross, Cody",rf,7.058,"$6,000,000 "
"Reynolds, Mark",dh-1b,5.138,"$6,000,000 "
"Peralta, Jhonny",ss,8.118,"$6,000,000 "
"Longoria, Evan",3b,4.170,"$6,000,000 "
"Feldman, Scott",rhp-s,6.091,"$6,000,000 "
"Capuano, Chris",lhp,8.001,"$6,000,000 "
"Affeldt, Jeremy",lhp,11.000,"$6,000,000 "
"Garcia, Jaime",lhp-s,4.047,"$5,875,000 "
"Castro, Starlin",ss,2.150,"$5,857,143 "
"Murphy, David",lf,5.087,"$5,775,000 "
"Jimenez, Ubaldo",rhp-s,5.087,"$5,750,000 "
"Buchholz, Clay",rhp-s,4.059,"$5,750,000 "
"Anderson, Brett",lhp-s,4.000,"$5,750,000 "
"Volquez, Edinson",rhp-s,5.059,"$5,725,000 "
"Sandoval, Pablo",3b,4.047,"$5,700,000 "
"Cahill, Trevor",rhp-s,4.000,"$5,700,000 "
"Masterson, Justin",rhp-s,4.108,"$5,687,500 "
"Zobrist, Ben",rf-1b,5.134,"$5,640,475 "
"Wieters, Matt",c,3.129,"$5,500,000 "
"Thornton, Matt",lhp,8.129,"$5,500,000 "
"League, Brandon",rhp,6.145,"$5,500,000 "
"Hill, Aaron",2b,7.136,"$5,500,000 "
"Benoit, Joaquin",rhp,10.040,"$5,500,000 "
"Barmes, Clint",2b,7.122,"$5,500,000 "
"Baker, Scott",rhp-s,6.128,"$5,500,000 "
"Zimmermann, Jordan",rhp-s,3.154,"$5,350,000 "
"Bailey, Homer",rhp-s,4.017,"$5,350,000 "
"Morales, Kendrys",1b,5.057,"$5,250,000 "
"McCarthy, Brandon",rhp-s,6.122,"$5,250,000 "
"Ellis, Mark",2b,10.136,"$5,250,000 "
"Dickey, R.A.",rhp-s,7.007,"$5,250,000 "
"Richard, Clayton",lhp-s,4.070,"$5,240,000 "
"Harrison, Matt",lhp-s,4.083,"$5,200,000 "
"Lind, Adam",dh-lf,5.058,"$5,150,000 "
"Porcello, Rick",rhp-s,3.170,"$5,100,000 "
"Iannetta, Chris",c,6.013,"$5,050,000 "
"Andrus, Elvis",ss,4.000,"$5,050,000 "
"Vogelsong, Ryan",rhp,6.020,"$5,000,000 "
"Villanueva, Carlos",rhp-s,6.030,"$5,000,000 "
"Ruiz, Carlos",c,6.069,"$5,000,000 "
"Napoli, Mike",1b,6.151,"$5,000,000 "
"Helton, Todd",1b,15.059,"$5,000,000 "
"Guthrie, Jeremy",rhp-s,6.130,"$5,000,000 "
"Gomes, Jonny",of-dh,7.097,"$5,000,000 "
"Escobar, Yuniel",ss,5.121,"$5,000,000 "
"Downs, Scott",lhp,10.121,"$5,000,000 "
"Axford, John",rhp,2.170,"$5,000,000 "
"Adams, Mike",rhp,6.019,"$5,000,000 "
"Span, Denard",cf-lf,4.111,"$4,750,000 "
"Guerrier, Matt",rhp,8.056,"$4,750,000 "
"McCutchen, Andrew",of,3.123,"$4,708,333 "
"Chapman, Aroldis",lhp-s,2.034,"$4,708,333 "
"Rasmus, Colby",cf,4.000,"$4,675,000 "
"Hochevar, Luke",rhp-s,4.151,"$4,560,000 "
"Saltalamacchia, Jarrod",c,5.043,"$4,500,000 "
"Motte, Jason",rhp-c,4.027,"$4,500,000 "
"Marshall, Sean",lhp,6.088,"$4,500,000 "
"Kendrick, Kyle",rhp-s,4.159,"$4,500,000 "
"Jones, Garrett",1b-of,3.158,"$4,500,000 "
"Fujikawa, Kyuji",rhp,0.000,"$4,500,000 "
"Crain, Jesse",rhp,8.039,"$4,500,000 "
"Correia, Kevin",rhp-s,8.027,"$4,500,000 "
"Chen, Bruce",lhp-s,9.171,"$4,500,000 "
"Casilla, Santiago (Garcia, Jairo)",rhp,5.148,"$4,500,000 "
"Balfour, Grant",rhp,8.099,"$4,500,000 "
"O'Flaherty, Eric",lhp,5.062,"$4,320,000 "
"Gomez, Carlos",cf,5.141,"$4,300,000 "
"Kennedy, Ian",rhp-s,3.124,"$4,265,000 "
"Uehara, Koji",rhp,4.000,"$4,250,000 "
"Lopez, Javier",lhp,7.167,"$4,250,000 "
"Latos, Mat",rhp-s,3.079,"$4,250,000 "
"DeJesus, David",cf,8.146,"$4,250,000 "
"Betancourt, Rafael",rhp-c,9.079,"$4,250,000 "
"Wada, Tsuyoshi",lhp-s,1.000,"$4,200,000 "
"Callaspo, Alberto",3b,5.135,"$4,100,000 "
"Belisle, Matt",rhp,7.019,"$4,100,000 "
"Bailey, Andrew",rhp-c,4.000,"$4,100,000 "
"Pelfrey, Mike",rhp-s,5.122,"$4,000,000 "
"Marcum, Shaun",rhp-s,6.128,"$4,000,000 "
"Infante, Omar",2b,9.120,"$4,000,000 "
"Fister, Doug",rhp-s,3.058,"$4,000,000 "
"Clippard, Tyler",rhp,3.027,"$4,000,000 "
"Broxton, Jonathan",rhp,7.020,"$4,000,000 "
"Strasburg, Stephen",rhp-s,2.118,"$3,900,000 "
"Janssen, Casey",rhp,6.063,"$3,900,000 "
"Desmond, Ian",ss,3.027,"$3,800,000 "
"Posey, Buster",c,2.161,"$3,777,777 "
"Hairston Jr., Jerry",of-2b,12.127,"$3,750,000 "
"Fowler, Dexter",cf,3.168,"$3,750,000 "
"Carroll, Jamey",2b,10.020,"$3,750,000 "
"Hanson, Tommy",rhp-s,3.120,"$3,725,000 "
"Puig, Yasiel",of,0.000,"$3,714,286 "
"Happ, J.A.",lhp-s,4.047,"$3,700,000 "
"Smith, Seth",lf-rf,4.119,"$3,675,000 "
"Chen, Wei-Yin",lhp-s,1.000,"$3,655,333 "
"Heyward, Jason",rf,3.000,"$3,650,000 "
"Burnett, Sean",lhp,6.085,"$3,625,000 "
"Romo, Sergio",rhp,4.097,"$3,500,000 "
"Madson, Ryan",rhp,9.027,"$3,500,000 "
"Keppinger, Jeff",3b,6.052,"$3,500,000 "
"Jackson, Austin",cf,3.000,"$3,500,000 "
"Doumit, Ryan",dh-c,7.120,"$3,500,000 "
"Dotel, Octavio",rhp,13.113,"$3,500,000 "
"Ryu, Hyun-Jin",lhp-s,0.000,"$3,333,333 "
"Walker, Neil",2b,2.166,"$3,300,000 "
"Davis, Chris",1b,3.061,"$3,300,000 "
"Ryan, Brendan",ss,5.082,"$3,250,000 "
"Martin, Leonys",of,0.113,"$3,250,000 "
"Hernandez, Roberto",rhp-s,6.004,"$3,250,000 "
"Mujica, Edward",rhp,5.115,"$3,200,000 "
"Holland, Derek",lhp-s,3.120,"$3,200,000 "
"Hernandez, Ramon",c,13.099,"$3,200,000 "
"Gregerson, Luke",rhp,4.000,"$3,200,000 "
"Ziegler, Brad",rhp,4.122,"$3,150,000 "
"Smith, Joe",rhp,5.091,"$3,150,000 "
"Logan, Boone",lhp,5.140,"$3,150,000 "
"Freese, David",3b,3.028,"$3,150,000 "
"Davis, Ike",1b,2.168,"$3,125,000 "
"Ross, David",c,10.001,"$3,100,000 "
"Robertson, David",rhp,4.070,"$3,100,000 "
"Maybin, Cameron",cf,3.073,"$3,100,000 "
"Masset, Nick",rhp,5.146,"$3,100,000 "
"Leake, Mike",rhp-s,3.000,"$3,060,000 "
"Niese, Jon",lhp-s,3.107,"$3,050,000 "
"McDonald, James",rhp-s,3.080,"$3,025,000 "
"Peralta, Joel",rhp,6.132,"$3,000,000 "
"Oliver, Darren",lhp,17.127,"$3,000,000 "
"Norris, Bud",rhp-s,3.068,"$3,000,000 "
"Niemann, Jeff",rhp-s,4.022,"$3,000,000 "
"Marquis, Jason",rhp-s,12.012,"$3,000,000 "
"Izturis, Maicer",2b-3b,8.038,"$3,000,000 "
"Hundley, Nick",c,4.059,"$3,000,000 "
"Escobar, Alcides",ss,3.082,"$3,000,000 "
"Colon, Bartolo",rhp-s,14.061,"$3,000,000 "
"Chavez, Eric",3b,14.020,"$3,000,000 "
"Roberts, Ryan",2b,3.150,"$2,950,000 "
"Avila, Alex",c,3.061,"$2,950,000 "
"Murphy, Dan",2b-lf,3.109,"$2,925,000 "
"Beckham, Gordon",2b,3.123,"$2,925,000 "
"Pena, Carlos",1b,9.133,"$2,900,000 "
"Feliz, Neftali",rhp-s,3.064,"$2,900,000 "
"Nakajima, Hiroyuki",ss,0.000,"$2,875,000 "
"Howell, J.P.",lhp,6.007,"$2,850,000 "
"Gardner, Brett",of,4.072,"$2,850,000 "
"Stubbs, Drew",rf,3.047,"$2,825,000 "
"Viciedo, Dayan",lf,1.123,"$2,800,000 "
"Davis, Wade",rhp-s,3.032,"$2,800,000 "
"Soto, Geovany",c,5.096,"$2,750,000 "
"Scott, Luke",dh-of,6.144,"$2,750,000 "
"Santos, Sergio",rhp,3.000,"$2,750,000 "
"Polanco, Placido",3b,14.064,"$2,750,000 "
"Ibanez, Raul",lf,15.020,"$2,750,000 "
"Hechavarria, Adeiny",ss,0.060,"$2,750,000 "
"Gorzelanny, Tom",lhp-s,5.160,"$2,750,000 "
"Ackley, Dustin",2b-of,1.105,"$2,700,000 "
"Venable, Will",of,3.155,"$2,675,000 "
"Aceves, Alfredo",rhp,4.001,"$2,650,000 "
"Samardzija, Jeff",rhp-s,3.028,"$2,640,000 "
"Medlen, Kris",rhp,3.137,"$2,600,000 "
"Bonifacio, Emilio",3b-2b,4.066,"$2,600,000 "
"Wigginton, Ty",3b,9.169,"$2,500,000 "
"Storen, Drew",rhp,2.140,"$2,500,000 "
"Rodney, Fernando",rhp-c,9.137,"$2,500,000 "
"Perkins, Glen",lhp-c,5.010,"$2,500,000 "
"Lannan, John",lhp-s,4.046,"$2,500,000 "
"Karstens, Jeff",rhp-s,5.132,"$2,500,000 "
"Hairston, Scott",of,7.102,"$2,500,000 "
"Grilli, Jason",rhp,6.016,"$2,500,000 "
"Davis, Rajai",of,5.167,"$2,500,000 "
"Joyce, Matt",lf,3.123,"$2,450,000 "
"Johnson, Kelly",2b,7.127,"$2,450,000 "
"Lowrie, Jed",ss,4.111,"$2,400,000 "
"Parra, Gerardo",of,3.145,"$2,350,000 "
"Hanigan, Ryan",c,4.077,"$2,350,000 "
"Detwiler, Ross",lhp,3.002,"$2,337,500 "
"Breslow, Craig",lhp,5.088,"$2,325,000 "
"Lindstrom, Matt",rhp,6.000,"$2,300,000 "
"Johnson, Chris",3b,2.144,"$2,287,500 "
"Schierholtz, Nate",rf-lf,4.078,"$2,250,000 "
"Gonzalez, Mike",lhp,8.137,"$2,250,000 "
"Aviles, Mike",inf,4.091,"$2,250,000 "
"O'Day, Darren",rhp,4.103,"$2,200,000 "
"Santiago, Ramon",ss-2b,8.095,"$2,100,000 "
"De Aza, Alejandro",cf,3.139,"$2,075,000 "
"Iglesias, Jose",ss,0.071,"$2,062,500 "
"Burton, Jared",rhp,5.014,"$2,050,000 "
"Williams, Jerome",rhp,4.049,"$2,000,000 "
"Valverde, Jose",rhp,9.090,"$2,000,000 "
"Torres, Andres",of,5.115,"$2,000,000 "
"Stewart, Ian",3b,4.050,"$2,000,000 "
"Soria, Joakim",rhp,6.000,"$2,000,000 "
"Morton, Charlie",rhp,4.010,"$2,000,000 "
"McLouth, Nate",cf,6.152,"$2,000,000 "
"Maya, Yunesky",rhp-s,0.070,"$2,000,000 "
"Ludwick, Ryan",lf,7.109,"$2,000,000 "
"Loney, James",1b,6.012,"$2,000,000 "
"Lewis, Colby",rhp-s,6.136,"$2,000,000 "
"Harper, Bryce",c-of,0.159,"$2,000,000 "
"Hafner, Travis",dh,10.009,"$2,000,000 "
"Ellis, A.J.",c,2.151,"$2,000,000 "
"Denorfia, Chris",of,5.041,"$2,000,000 "
"Betemit, Wilson",3b-1b,7.107,"$2,000,000 "
"Estrada, Marco",rhp-s,3.035,"$1,955,000 "
"Bloomquist, Willie",2b-of,10.029,"$1,900,000 "
"Chamberlain, Joba",rhp-s,5.055,"$1,875,000 "
"Veras, Jose",rhp,5.128,"$1,850,000 "
"Coke, Phil",lhp,4.028,"$1,850,000 "
"Hunter, Tommy",rhp,3.066,"$1,820,000 "
"Rendon, Anthony",3b,0.000,"$1,800,000 "
"Molina, Jose",c,11.026,"$1,800,000 "
"Mijares, Jose",lhp,4.024,"$1,800,000 "
"Jaso, John",c,3.032,"$1,800,000 "
"Lopez, Wilton",rhp,3.038,"$1,762,500 "
"Sanchez, Gaby",1b-c,3.025,"$1,750,000 "
"Pennington, Cliff",inf,3.114,"$1,750,000 "
"Paulino, Felipe",rhp-s,4.163,"$1,750,000 "
"Navarro, Dioner",c,6.091,"$1,750,000 "
"Craig, Allen",1b-of,2.077,"$1,750,000 "
"Baker, Jeff",2b-3b,6.049,"$1,750,000 "
"Albers, Matt",rhp,5.141,"$1,750,000 "
"Parnell, Bobby",rhp,3.132,"$1,700,000 "
"Hultzen, Danny",lhp,0.000,"$1,700,000 "
"Casilla, Alexi",2b,5.038,"$1,700,000 "
"Soler, Jorge",of,0.000,"$1,666,667 "
"Chacin, Jhoulys",rhp-s,3.012,"$1,650,000 "
"Venters, Jonny",lhp,3.000,"$1,625,000 "
"Pierre, Juan",cf-lf,12.056,"$1,600,000 "
"Moss, Brandon",rf,2.160,"$1,600,000 "
"Matusz, Brian",lhp,2.156,"$1,600,000 "
"Johnson, Reed",cf,9.145,"$1,600,000 "
"Dobbs, Greg",3b-1b,7.027,"$1,600,000 "
"Andino, Robert",2b-ss,4.094,"$1,600,000 "
"Badenhop, Burke",rhp,4.116,"$1,550,000 "
"Volstad, Chris",rhp-s,4.019,"$1,500,000 "
"Shoppach, Kelly",c,7.021,"$1,500,000 "
"Schumaker, Skip",2b-lf,6.051,"$1,500,000 "
"Punto, Nick",ss,10.051,"$1,500,000 "
"Perez, Oliver",lhp-s,8.144,"$1,500,000 "
"McGowan, Dustin",rhp-s,6.113,"$1,500,000 "
"McDonald, John",ss-2b,11.118,"$1,500,000 "
"Mathis, Jeff",c,6.012,"$1,500,000 "
"Laird, Gerald",c,8.077,"$1,500,000 "
"Frasor, Jason",rhp,8.134,"$1,500,000 "
"Francis, Jeff",lhp-s,7.157,"$1,500,000 "
"Choate, Randy",lhp,8.073,"$1,500,000 "
"Boesch, Brennan",rf-lf,3.000,"$1,500,000 "
"Morales, Franklin",lhp-s,4.007,"$1,487,500 "
"Miller, Andrew",lhp,4.062,"$1,475,000 "
"Boggs, Mitchell",rhp,3.125,"$1,475,000 "
"Gonzalez, Alex",ss,14.034,"$1,450,000 "
"Belisario, Ronald",rhp,2.151,"$1,450,000 "
"Bastardo, Antonio",lhp,3.054,"$1,400,000 "
"Arguelles, Noel",lhp,0.000,"$1,380,000 "
"Sanchez, Jonathan",lhp-s,6.071,"$1,375,000 "
"Hernandez, David",rhp,3.105,"$1,375,000 "
"Thatcher, Joe",lhp,4.068,"$1,350,000 "
"Resop, Chris",rhp,4.038,"$1,350,000 "
"Nix, Laynce",of,7.070,"$1,350,000 "
"Hinske, Eric",1b-lf,11.000,"$1,350,000 "
"Camp, Shawn",rhp,7.170,"$1,350,000 "
"Blanco, Gregor",of,2.164,"$1,350,000 "
"Heisey, Chris",lf,2.157,"$1,325,000 "
"Duensing, Brian",lhp,3.104,"$1,300,000 "
"Crow, Aaron",rhp,2.000,"$1,280,000 "
"Sipp, Tony",lhp,3.138,"$1,275,000 "
"Cabrera, Everth",ss,2.144,"$1,275,000 "
"Thole, Josh",c-1b,2.142,"$1,250,000 "
"Overbay, Lyle",1b,10.009,"$1,250,000 "
"Lowe, Derek",rhp-s,15.100,"$1,250,000 "
"Kotsay, Mark",of-1b,15.018,"$1,250,000 "
"Inge, Brandon",3b,11.095,"$1,250,000 "
"Farnsworth, Kyle",rhp,13.100,"$1,250,000 "
"Aoki, Norichika",of,1.000,"$1,250,000 "
"Bundy, Dylan",rhp,0.015,"$1,245,000 "
"Grandal, Yasmani",c,0.115,"$1,240,000 "
"Bernadina, Roger",of,3.146,"$1,212,500 "
"Concepcion, Gerardo",lhp,0.000,"$1,200,000 "
"Bauer, Trevor",rhp-s,0.021,"$1,183,333 "
"Jepsen, Kevin",rhp,2.163,"$1,181,250 "
"Turner, Jacob",rhp,0.083,"$1,175,000 "
"Tabata, Jose",of,2.081,"$1,166,667 "
"Qualls, Chad",rhp,8.058,"$1,150,000 "
"Bedard, Erik",lhp-s,9.146,"$1,150,000 "
"Luebke, Cory",lhp,2.033,"$1,125,000 "
"Alonso, Yonder",1b,1.116,"$1,120,000 "
"Tejada, Miguel",3b,14.023,"$1,100,000 "
"Rzepczynski, Marc",lhp,3.036,"$1,100,000 "
"Moore, Matt",lhp-s,1.017,"$1,100,000 "
"Francisco, Ben",lf,5.049,"$1,100,000 "
"Blevins, Jerry",lhp,3.081,"$1,100,000 "
"Barton, Daric",1b,3.148,"$1,100,000 "
"Russell, James",lhp,3.000,"$1,075,000 "
"Loe, Kameron",rhp,5.133,"$1,050,000 "
"Getz, Chris",2b,4.050,"$1,050,000 "
"Purke, Matt",lhp-s,0.000,"$1,037,500 "
"Rizzo, Anthony",1b,0.168,"$1,035,714 "
"Wright, Wesley",lhp,3.105,"$1,025,000 "
"Tracy, Chad",1b,7.116,"$1,000,000 "
"Torrealba, Yorvit",c,11.028,"$1,000,000 "
"Takahashi, Hisanori",lhp,3.000,"$1,000,000 "
"Rodriguez, Sean",ss,3.133,"$1,000,000 "
"Reimold, Nolan",lf,3.044,"$1,000,000 "
"Rauch, Jon",rhp,8.126,"$1,000,000 "
"Raburn, Ryan",2b-lf,5.109,"$1,000,000 "
"Perez, Salvador",c,1.050,"$1,000,000 "
"Parra, Manny",lhp,5.063,"$1,000,000 "
"Marson, Lou",c,3.036,"$1,000,000 "
"Liriano, Francisco",lhp-s,6.104,"$1,000,000 "
"Kottaras, George",c,3.149,"$1,000,000 "
"Kazmir, Scott",lhp-s,6.119,"$1,000,000 "
"Hill, Rich",lhp,5.037,"$1,000,000 "
"Hawkins, LaTroy",rhp,16.054,"$1,000,000 "
"Hannahan, Jack",3b,4.065,"$1,000,000 "
"Bay, Jason",lf,9.080,"$1,000,000 "
"Ayala, Luis",rhp,8.121,"$1,000,000 "
"Webb, Ryan",rhp,3.029,"$975,000 "
"Neshek, Pat",rhp,4.159,"$975,000 "
"Cox, Zack",3b,0.016,"$950,000 "
"Bumgarner, Madison",lhp-s,2.127,"$950,000 "
